system:index,Date,District,EVI,Month,NDVI,Year,.geo
2004_04_06_5,2004-04-06,Jaffna,0.3786,4,0.5279,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_04_22_0,2004-04-22,Matale,0.3733,4,0.5547,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_04_22_1,2004-04-22,Anuradhapura,0.4546,4,0.623,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_04_22_2,2004-04-22,Polonnaruwa,0.4003,4,0.6358,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_04_22_3,2004-04-22,Hambantota,,4,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_04_22_4,2004-04-22,Monaragala,0.4616,4,0.6669,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_04_22_5,2004-04-22,Jaffna,0.3868,4,0.5632,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_05_08_0,2004-05-08,Matale,0.1991,5,0.4408,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_05_08_1,2004-05-08,Anuradhapura,0.4265,5,0.6224,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_05_08_2,2004-05-08,Polonnaruwa,0.3171,5,0.5855,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_05_08_3,2004-05-08,Hambantota,,5,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_05_08_4,2004-05-08,Monaragala,0.4382,5,0.6903,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_05_08_5,2004-05-08,Jaffna,0.3779,5,0.6299,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_05_24_0,2004-05-24,Matale,0.2467,5,0.332,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_05_24_1,2004-05-24,Anuradhapura,0.4632,5,0.6325,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_05_24_2,2004-05-24,Polonnaruwa,0.3686,5,0.6007,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_05_24_3,2004-05-24,Hambantota,0.4742,5,0.6975,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_05_24_4,2004-05-24,Monaragala,0.5262,5,0.7626,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_05_24_5,2004-05-24,Jaffna,0.3803,5,0.6574,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_06_09_0,2004-06-09,Matale,0.3108,6,0.5908,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_06_09_1,2004-06-09,Anuradhapura,0.4131,6,0.6465,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_06_09_2,2004-06-09,Polonnaruwa,0.3406,6,0.6011,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_06_09_3,2004-06-09,Hambantota,,6,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_06_09_4,2004-06-09,Monaragala,0.4554,6,0.6938,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_06_09_5,2004-06-09,Jaffna,0.4253,6,0.6137,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_06_25_0,2004-06-25,Matale,0.4382,6,0.5797,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_06_25_1,2004-06-25,Anuradhapura,0.315,6,0.3994,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_06_25_2,2004-06-25,Polonnaruwa,0.3295,6,0.5542,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_06_25_3,2004-06-25,Hambantota,,6,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_06_25_4,2004-06-25,Monaragala,0.2611,6,0.509,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_06_25_5,2004-06-25,Jaffna,0.1723,6,0.2112,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_07_11_0,2004-07-11,Matale,0.2576,7,0.5495,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_07_11_1,2004-07-11,Anuradhapura,0.3904,7,0.5485,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_07_11_2,2004-07-11,Polonnaruwa,0.4411,7,0.7284,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_07_11_3,2004-07-11,Hambantota,,7,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_07_11_4,2004-07-11,Monaragala,0.4643,7,0.7108,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_07_11_5,2004-07-11,Jaffna,0.4245,7,0.7197,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_07_27_0,2004-07-27,Matale,0.3864,7,0.5786,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_07_27_1,2004-07-27,Anuradhapura,0.3264,7,0.5506,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_07_27_2,2004-07-27,Polonnaruwa,0.392,7,0.6025,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_07_27_3,2004-07-27,Hambantota,,7,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_07_27_4,2004-07-27,Monaragala,0.4235,7,0.7207,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_07_27_5,2004-07-27,Jaffna,0.439,7,0.6419,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_08_12_0,2004-08-12,Matale,0.1816,8,0.3428,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_08_12_1,2004-08-12,Anuradhapura,0.3701,8,0.5073,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_08_12_2,2004-08-12,Polonnaruwa,0.4119,8,0.6399,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_08_12_3,2004-08-12,Hambantota,,8,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_08_12_4,2004-08-12,Monaragala,0.4098,8,0.6821,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_08_12_5,2004-08-12,Jaffna,0.443,8,0.6439,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_08_28_0,2004-08-28,Matale,0.2748,8,0.5666,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_08_28_1,2004-08-28,Anuradhapura,0.2339,8,0.2943,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_08_28_2,2004-08-28,Polonnaruwa,0.3686,8,0.5232,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_08_28_3,2004-08-28,Hambantota,,8,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_08_28_4,2004-08-28,Monaragala,0.4325,8,0.689,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_08_28_5,2004-08-28,Jaffna,0.1927,8,0.3824,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_09_13_0,2004-09-13,Matale,0.2752,9,0.4905,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_09_13_1,2004-09-13,Anuradhapura,0.3996,9,0.4996,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_09_13_2,2004-09-13,Polonnaruwa,0.2827,9,0.4559,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_09_13_3,2004-09-13,Hambantota,,9,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_09_13_4,2004-09-13,Monaragala,0.2909,9,0.5705,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_09_13_5,2004-09-13,Jaffna,0.0959,9,0.1104,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_09_29_0,2004-09-29,Matale,0.2608,9,0.4144,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_09_29_1,2004-09-29,Anuradhapura,0.3179,9,0.569,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_09_29_2,2004-09-29,Polonnaruwa,0.4301,9,0.57,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_09_29_3,2004-09-29,Hambantota,,9,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_09_29_4,2004-09-29,Monaragala,0.3566,9,0.6622,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_09_29_5,2004-09-29,Jaffna,0.4228,9,0.7265,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_10_15_0,2004-10-15,Matale,0.2666,10,0.56,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_10_15_1,2004-10-15,Anuradhapura,0.4409,10,0.6906,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_10_15_2,2004-10-15,Polonnaruwa,0.3971,10,0.6359,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_10_15_3,2004-10-15,Hambantota,0.2961,10,0.4288,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_10_15_4,2004-10-15,Monaragala,0.3741,10,0.6051,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_10_15_5,2004-10-15,Jaffna,0.4734,10,0.6804,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_10_31_0,2004-10-31,Matale,0.3033,10,0.6564,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_10_31_1,2004-10-31,Anuradhapura,0.405,10,0.661,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_10_31_2,2004-10-31,Polonnaruwa,0.2358,10,0.4136,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_10_31_3,2004-10-31,Hambantota,,10,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_10_31_4,2004-10-31,Monaragala,0.3981,10,0.6615,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_10_31_5,2004-10-31,Jaffna,0.3906,10,0.5495,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_11_16_0,2004-11-16,Matale,0.2195,11,0.3432,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_11_16_1,2004-11-16,Anuradhapura,0.1964,11,0.3687,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_11_16_2,2004-11-16,Polonnaruwa,0.2232,11,0.4266,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_11_16_3,2004-11-16,Hambantota,0.101,11,0.1899,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_11_16_4,2004-11-16,Monaragala,0.2928,11,0.544,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_11_16_5,2004-11-16,Jaffna,0.4297,11,0.7213,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_12_02_0,2004-12-02,Matale,0.4279,12,0.686,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_12_02_1,2004-12-02,Anuradhapura,0.467,12,0.7209,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_12_02_2,2004-12-02,Polonnaruwa,0.2846,12,0.5245,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_12_02_3,2004-12-02,Hambantota,,12,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_12_02_4,2004-12-02,Monaragala,0.3073,12,0.4028,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_12_02_5,2004-12-02,Jaffna,0.3895,12,0.7201,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2004_12_18_0,2004-12-18,Matale,0.3646,12,0.612,2004,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2004_12_18_1,2004-12-18,Anuradhapura,0.3628,12,0.6285,2004,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2004_12_18_2,2004-12-18,Polonnaruwa,0.3396,12,0.6225,2004,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2004_12_18_3,2004-12-18,Hambantota,,12,,2004,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2004_12_18_4,2004-12-18,Monaragala,0.4869,12,0.8314,2004,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2004_12_18_5,2004-12-18,Jaffna,,12,,2004,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_01_01_0,2005-01-01,Matale,0.3808,1,0.6492,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_01_01_1,2005-01-01,Anuradhapura,0.3462,1,0.6895,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_01_01_2,2005-01-01,Polonnaruwa,0.3291,1,0.6876,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_01_01_3,2005-01-01,Hambantota,,1,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_01_01_4,2005-01-01,Monaragala,0.2899,1,0.555,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_01_01_5,2005-01-01,Jaffna,0.3823,1,0.6249,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_01_17_0,2005-01-17,Matale,0.2731,1,0.6296,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_01_17_1,2005-01-17,Anuradhapura,0.4126,1,0.6825,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_01_17_2,2005-01-17,Polonnaruwa,0.5663,1,0.5946,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_01_17_3,2005-01-17,Hambantota,0.0714,1,0.0867,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_01_17_4,2005-01-17,Monaragala,0.3712,1,0.5809,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_01_17_5,2005-01-17,Jaffna,0.0981,1,0.1261,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_02_02_0,2005-02-02,Matale,0.3218,2,0.6118,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_02_02_1,2005-02-02,Anuradhapura,0.4137,2,0.5995,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_02_02_2,2005-02-02,Polonnaruwa,0.5134,2,0.6792,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_02_02_3,2005-02-02,Hambantota,0.3343,2,0.6995,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_02_02_4,2005-02-02,Monaragala,0.5045,2,0.7536,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_02_02_5,2005-02-02,Jaffna,0.4233,2,0.6005,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_02_18_0,2005-02-18,Matale,0.347,2,0.6209,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_02_18_1,2005-02-18,Anuradhapura,0.3899,2,0.5696,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_02_18_2,2005-02-18,Polonnaruwa,0.3827,2,0.6875,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_02_18_3,2005-02-18,Hambantota,0.4279,2,0.6451,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_02_18_4,2005-02-18,Monaragala,0.3733,2,0.7429,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_02_18_5,2005-02-18,Jaffna,0.3216,2,0.5714,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_03_06_0,2005-03-06,Matale,0.3446,3,0.5128,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_03_06_1,2005-03-06,Anuradhapura,0.3024,3,0.5891,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_03_06_2,2005-03-06,Polonnaruwa,0.0623,3,0.0615,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_03_06_3,2005-03-06,Hambantota,,3,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_03_06_4,2005-03-06,Monaragala,0.3103,3,0.6458,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_03_06_5,2005-03-06,Jaffna,0.317,3,0.5487,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_03_22_0,2005-03-22,Matale,0.2193,3,0.3695,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_03_22_1,2005-03-22,Anuradhapura,0.423,3,0.5496,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_03_22_2,2005-03-22,Polonnaruwa,0.3729,3,0.593,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_03_22_3,2005-03-22,Hambantota,,3,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_03_22_4,2005-03-22,Monaragala,0.3429,3,0.5171,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_03_22_5,2005-03-22,Jaffna,0.3396,3,0.5184,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_04_07_0,2005-04-07,Matale,0.2419,4,0.5193,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_04_07_1,2005-04-07,Anuradhapura,0.265,4,0.6851,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_04_07_2,2005-04-07,Polonnaruwa,0.4101,4,0.5799,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_04_07_3,2005-04-07,Hambantota,,4,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_04_07_4,2005-04-07,Monaragala,0.3709,4,0.728,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_04_07_5,2005-04-07,Jaffna,0.3927,4,0.6559,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_04_23_0,2005-04-23,Matale,0.3895,4,0.5794,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_04_23_1,2005-04-23,Anuradhapura,0.4142,4,0.6074,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_04_23_2,2005-04-23,Polonnaruwa,0.3323,4,0.5837,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_04_23_3,2005-04-23,Hambantota,,4,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_04_23_4,2005-04-23,Monaragala,0.4648,4,0.6933,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_04_23_5,2005-04-23,Jaffna,0.4413,4,0.6364,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_05_09_0,2005-05-09,Matale,0.3463,5,0.5529,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_05_09_1,2005-05-09,Anuradhapura,0.42,5,0.6309,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_05_09_2,2005-05-09,Polonnaruwa,0.3106,5,0.5933,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_05_09_3,2005-05-09,Hambantota,,5,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_05_09_4,2005-05-09,Monaragala,0.3875,5,0.7262,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_05_09_5,2005-05-09,Jaffna,0.3848,5,0.5556,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_05_25_0,2005-05-25,Matale,0.2305,5,0.3476,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_05_25_1,2005-05-25,Anuradhapura,0.3823,5,0.609,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_05_25_2,2005-05-25,Polonnaruwa,0.2867,5,0.5674,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_05_25_3,2005-05-25,Hambantota,,5,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_05_25_4,2005-05-25,Monaragala,0.3767,5,0.6632,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_05_25_5,2005-05-25,Jaffna,0.1317,5,0.1988,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_06_10_0,2005-06-10,Matale,0.3609,6,0.5204,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_06_10_1,2005-06-10,Anuradhapura,0.4021,6,0.6678,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_06_10_2,2005-06-10,Polonnaruwa,0.3683,6,0.635,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_06_10_3,2005-06-10,Hambantota,0.3136,6,0.4747,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_06_10_4,2005-06-10,Monaragala,0.5163,6,0.7433,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_06_10_5,2005-06-10,Jaffna,0.3927,6,0.5643,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_06_26_0,2005-06-26,Matale,0.69,6,0.6405,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_06_26_1,2005-06-26,Anuradhapura,0.3954,6,0.5629,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_06_26_2,2005-06-26,Polonnaruwa,0.4013,6,0.6014,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_06_26_3,2005-06-26,Hambantota,,6,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_06_26_4,2005-06-26,Monaragala,0.353,6,0.5843,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_06_26_5,2005-06-26,Jaffna,0.3202,6,0.5187,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_07_12_0,2005-07-12,Matale,0.1636,7,0.1992,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_07_12_1,2005-07-12,Anuradhapura,0.4124,7,0.5655,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_07_12_2,2005-07-12,Polonnaruwa,0.4698,7,0.7445,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_07_12_3,2005-07-12,Hambantota,,7,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_07_12_4,2005-07-12,Monaragala,0.4985,7,0.7386,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_07_12_5,2005-07-12,Jaffna,0.4322,7,0.5678,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_07_28_0,2005-07-28,Matale,0.2266,7,0.4336,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_07_28_1,2005-07-28,Anuradhapura,0.3459,7,0.5409,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_07_28_2,2005-07-28,Polonnaruwa,0.483,7,0.6854,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_07_28_3,2005-07-28,Hambantota,,7,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_07_28_4,2005-07-28,Monaragala,0.3404,7,0.6425,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_07_28_5,2005-07-28,Jaffna,0.3652,7,0.5235,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_08_13_0,2005-08-13,Matale,0.3492,8,0.6043,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_08_13_1,2005-08-13,Anuradhapura,0.3564,8,0.5585,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_08_13_2,2005-08-13,Polonnaruwa,0.3746,8,0.5926,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_08_13_3,2005-08-13,Hambantota,,8,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_08_13_4,2005-08-13,Monaragala,0.2714,8,0.4887,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_08_13_5,2005-08-13,Jaffna,0.2657,8,0.4501,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_08_29_0,2005-08-29,Matale,0.1986,8,0.3297,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_08_29_1,2005-08-29,Anuradhapura,0.4196,8,0.5597,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_08_29_2,2005-08-29,Polonnaruwa,0.3788,8,0.5751,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_08_29_3,2005-08-29,Hambantota,,8,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_08_29_4,2005-08-29,Monaragala,0.3884,8,0.6438,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_08_29_5,2005-08-29,Jaffna,0.3563,8,0.5074,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_09_14_0,2005-09-14,Matale,0.3444,9,0.5265,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_09_14_1,2005-09-14,Anuradhapura,0.3716,9,0.543,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_09_14_2,2005-09-14,Polonnaruwa,0.4085,9,0.5746,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_09_14_3,2005-09-14,Hambantota,,9,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_09_14_4,2005-09-14,Monaragala,0.3575,9,0.6763,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
